10141,0.83554,16,1,6
9447,0.77836,18,3,6
9876,0.81371,22,7,6
9731,0.80176,17,2,6
9663,0.79616,24,9,6
9842,0.81091,18,3,6
9586,0.78982,21,6,6
10696,0.88127,22,7,6
9588,0.78998,22,7,6
9785,0.80621,18,3,6
10027,0.82615,22,7,6
9699,0.79913,19,4,6
9783,0.80605,19,4,6
7922,0.9062,131,56,7
7805,0.89282,120,45,7
8253,0.94406,123,48,7
7332,0.83871,118,43,7
8245,0.94315,130,55,7
8361,0.95642,116,41,7
7797,0.8919,120,45,7
8203,0.93834,135,60,7
8452,0.96683,114,39,7
7797,0.8919,132,57,7
7988,0.91375,111,36,7
7483,0.85598,155,80,7
6877,0.78666,128,53,7
8684,0.99337,135,60,7
7955,0.90997,122,47,7
8261,0.94498,147,72,7
8220,0.94029,147,72,7
8311,0.9507,126,51,7
8510,0.97346,133,58,7
8742,1,141,66,7
7971,0.91181,119,44,7
7922,0.9062,125,50,7
8071,0.92324,126,51,7
8742,1,148,73,7
7955,0.90997,151,76,7
7706,0.88149,121,46,7
7614,0.87097,131,56,7
8187,0.93651,121,46,7
7283,0.8331,106,31,7
7100,0.81217,121,46,7
